Kepler ID, Distance (cm)
6186068,7.61021765388e+21
6186119,2.70305446456e+21
6186127,3.69856955496e+21
6186169,2.17695598602e+21
6186182,3.30770156715e+21
6186203,1.8420950482e+21
6186261,1.03841466303e+21
6186262,1.53956904971e+21
6186286,7.96041116221e+21
6186300,1.6673116675e+21
6186353,3.33186352674e+21
6195407,4.88563463997e+22
6195509,2.41628081741e+21
6195556,
6195604,1.74608661477e+22
6195616,1.91613663149e+21
6195628,2.13541938456e+21
6195655,5.31816335721e+22
6195669,4.0068210673e+21
6195777,6.48304328352e+21
6195838,1.97854526927e+21
6195863,1.55252067612e+22
6195936,1.90237438589e+21
6195940,
6195954,3.02844955334e+22
6195999,2.07611498666e+22
6196021,1.05838915411e+22
6196054,
6196059,1.69487747643e+21
6196108,1.95201693366e+21
6196149,4.18331461007e+21
6196194,4.59530556699e+22
6196233,
6196238,2.90396789724e+21
6196275,9.00850449213e+21
6196289,3.37943453723e+21
6196372,1.86206948965e+22
6196374,4.37655537933e+22
6196388,2.45984347703e+22
6196393,8.54046078512e+21
6196419,2.39181110383e+21
6196427,2.3706712318e+21
6196441,8.28764166051e+21
6196457,
6196475,
6196501,
6196543,1.42246080691e+21
6196575,1.07525166377e+22
6196587,7.48151688698e+21
6196629,
6196651,5.08680522823e+22
6196685,7.33086642697e+21
6196745,3.89343160541e+22
6196801,1.45155480928e+22
6196831,6.36154389032e+21
6196908,3.38220406442e+21
6196950,3.06630691698e+21
6196983,1.02477222783e+22
6197014,
6197038,5.17371997531e+22
6197076,2.7225977647e+21
6197084,1.18295838013e+21
6197138,3.65922634037e+21
6197163,3.49674488379e+21
6264602,5.51843301363e+21
6264626,3.28932764902e+21
6264638,1.15123269346e+22
6264667,3.62868989849e+21
6264741,
6264743,5.00139097359e+21
6264764,3.67652313645e+21
6264768,
6264821,3.79728907297e+21
6264857,2.04408613689e+22
6264919,1.39356163713e+22
6265005,7.86325893271e+21
6265014,5.81962440822e+21
6265024,2.03934717489e+21
6265031,2.1517416564e+22
6265041,1.87738251847e+21
6265113,2.59970010603e+22
6265159,1.55862510906e+21
6265430,1.31704864826e+22
6265455,4.03424492023e+21
6265518,4.51678806852e+21
6265589,2.44985025517e+21
6265596,2.04776187281e+22
6265603,6.54517530043e+21
6265649,2.28790079831e+22
6265665,1.25001610444e+21
6265693,3.42392550971e+21
6265720,1.50932101657e+22
6265746,6.85391976346e+21
6265761,1.7257055653e+22
6265768,4.91880593637e+22
6265792,1.40049912055e+22
6265916,1.68956370359e+22
6265961,8.60022990654e+21
6266003,4.85866785127e+21
6266053,5.03656242241e+21
6266060,1.79952072026e+22
6266106,3.05173714303e+21
6266122,2.92036673393e+21
6266124,1.43174252643e+22
6266130,1.82084904289e+22
6266159,5.70358662962e+21
6266194,1.61446577068e+21
6266219,
6266232,2.44935762202e+21
6266244,4.30319430927e+21
6266270,9.68093586528e+20
6266273,2.06113400908e+22
6266306,2.07859630382e+21
6266309,2.27127841044e+21
6266321,1.86537298722e+22
6266324,3.97436412928e+21
6266338,6.12579540157e+21
6266362,4.94057896719e+21
6266369,2.16684159963e+21
6266411,1.61248707842e+21
6266416,2.09223808788e+21
6266423,1.35610177216e+22
6266437,1.37931093717e+22
6266444,7.9922154014e+21
6266454,6.97621285148e+21
6266475,1.65074049378e+21
6266491,3.32692321021e+21
6266498,7.20413376751e+20
6266529,3.26666095849e+21
6266544,2.19877638348e+21
6266567,1.49507443419e+21
6266577,4.45807467151e+21
6266621,
6266653,1.67579128836e+22
6266658,5.03722427117e+21
6266741,2.01989832247e+22
6266750,2.13912911312e+21
6266772,6.03234242103e+21
6266788,2.96807371527e+22
6266820,3.39582135165e+21
6266846,1.3834122008e+22
6266866,7.2812713187e+20
6266879,2.67237496484e+21
6266884,2.90428931746e+21
6266901,1.12719503027e+22
6266917,8.72132206611e+21
6266940,3.92992834549e+21
6266943,1.40073180175e+22
6266954,3.52095946108e+21
6266971,3.59782972761e+21
6266974,1.70648420683e+22
6266988,3.04555880726e+21
6267036,9.83723534355e+21
6267065,2.20139340585e+21
6267078,1.47526920492e+22
6267110,1.65911405076e+21
6267115,4.68419498805e+22
6267154,1.92417597022e+21
6267184,7.4257935257e+21
6267186,9.21599569646e+21
6267191,2.01529548182e+21
6267230,4.51284426984e+21
6267248,1.41682237066e+22
6267269,8.30053483958e+21
6267317,1.26341320119e+21
6267326,1.44573729394e+21
6276192,1.28233604731e+21
6276232,4.34993250784e+22
6276453,7.6165918267e+21
6276477,3.64468439687e+21
6276645,2.27127751669e+22
6276662,1.57333938855e+22
6276695,1.39965636483e+21
6276725,1.65601194021e+22
6276739,
6276791,4.09818871235e+21
6276806,2.44994873577e+22
6276815,2.71542298134e+21
6276818,2.47828992362e+21
6276827,1.84772084587e+21
6276857,5.74611574141e+21
6276871,3.40313232823e+21
6276898,
6276948,2.28818418687e+21
6276957,4.04081748235e+22
6276976,8.10858187725e+20
6277004,3.3444430677e+21
6277018,3.00220472644e+21
6277019,3.84362889034e+21
6277049,2.03342211743e+22
6277110,1.02582908772e+22
6277127,1.33973190454e+22
6277136,6.57971816984e+21
6277143,5.00580124477e+21
6277167,2.33599924116e+21
6277349,3.84052527215e+21
6343576,4.85090570719e+21
6343587,3.5776160131e+21
6343608,1.27785153917e+21
6343632,1.73348418788e+21
6343638,1.34217742552e+21
6343644,3.34671344822e+21
6343707,1.59950309013e+21
6343817,1.50017012223e+21
6343818,1.02993796525e+21
6343897,
6344126,3.77958642025e+21
6344177,2.51831989039e+21
6344224,2.14351406154e+22
6344248,
6344274,2.00409437681e+21
6344317,3.95804273033e+21
6344375,1.93024064682e+20
6344379,2.76515422104e+21
6344429,5.80891672755e+21
6344431,
6344499,8.47386109458e+21
6344551,5.52835739958e+21
6344558,3.18435805994e+21
6344575,2.62540603931e+21
6344595,2.79333355155e+21
6344649,3.36959656714e+21
6344679,5.05484706225e+22
6344693,3.56561149165e+21
6344730,2.21303041655e+21
6344738,
6344785,9.02709264747e+21
6344812,3.98008051146e+21
6344831,2.55515379368e+21
6344851,9.64389145271e+20
6344908,7.18338548855e+21
6344983,
6345002,6.74623643904e+21
6345039,8.14572830224e+20
6345050,6.95027116489e+21
6345093,4.85765628425e+22
6345119,1.87235492728e+21
6345132,2.66580929888e+21
6345145,6.25507750727e+21
6345154,
6345155,1.93911197417e+21
6345165,1.28634208447e+21
6345239,4.18500781272e+21
6345274,3.51900358339e+21
6345286,1.22725637602e+21
6345296,9.53242509741e+21
6345306,9.51749293917e+20
6345336,3.34974843927e+21
6345362,1.21639061184e+21
6345411,5.16559855722e+21
6345436,1.81190947346e+22
6345456,6.59997474618e+22
6345474,3.81802059939e+21
6345484,
6345536,2.84010836905e+21
6345537,2.90748933128e+21
6345591,1.48349871545e+21
6345596,4.45645931555e+21
6345607,3.27363599239e+21
6345630,2.75730678133e+21
6345659,1.21737371489e+21
6345732,2.27160691136e+21
6345740,3.46843333094e+21
6345757,3.58635491561e+21
6345758,3.27345012651e+21
6345766,3.50651897603e+21
6345773,1.74521032976e+21
6345777,2.7704788615e+21
6345782,3.67937113915e+21
6345783,2.65374204847e+21
6345835,
6345850,2.1554306612e+22
6345853,5.1081231793e+21
6345893,4.12355805927e+21
6345900,2.13003454951e+21
6345913,2.70926685641e+21
6345939,4.06318683765e+21
6345946,3.02394492895e+21
6345978,1.30107366016e+21
6345984,3.78492473587e+21
6346065,5.61385590742e+20
6346105,2.02926328221e+21
6346107,6.96465322408e+21
6346119,2.33610816384e+21
6346135,1.99457129052e+21
6346152,3.14143485752e+21
6346175,2.35347252398e+21
6346186,1.82331067792e+22
6346191,3.34575910545e+21
6346208,2.93049190238e+21
6346222,7.75472955087e+20
6346249,1.2057923552e+22
6346274,2.70426934098e+21
6346298,1.41923562872e+21
6422364,
6422390,
6422398,8.77205344943e+21
6422470,1.24136141976e+21
6422763,8.78688158542e+22
6422854,1.23959035044e+21
6422966,
6422994,5.47090174536e+22
6423029,1.87110938041e+22
6423055,3.90213284783e+21
6423061,8.5236747624e+21
6423062,2.94254807867e+21
6423094,8.37761517155e+21
6423132,1.1177261006e+22
6423153,1.43679675631e+22
6423173,4.26222287454e+22
6423203,9.09978845203e+21
6423213,2.22035032031e+21
6423219,1.0416314941e+21
6423270,2.44650331865e+21
6423280,4.38498519553e+21
6423308,1.64660130671e+22
6423337,2.08469003552e+21
6423391,
6423392,
6423415,3.44832732251e+22
6423437,2.03360405995e+21
6423456,1.32493852886e+21
6423478,2.58166721037e+21
6423531,
6423592,3.52225914757e+21
6423596,1.47466575324e+22
6423605,2.25691274491e+22
6423690,1.05589371117e+23
6423700,2.89118184624e+21
6423765,2.69950302307e+22
6423772,3.1180866801e+21
6423801,1.95051491503e+21
6423831,3.56783907431e+21
6423832,3.19880361216e+21
6423847,
6423857,9.39222672069e+20
6423869,1.72928329086e+21
6423893,7.44362544184e+21
6423911,2.49754637473e+21
6423932,2.24708458923e+22
6423943,1.75716723983e+22
6423964,3.67307810114e+21
6423974,1.9765211254e+22
6423985,4.45387342078e+21
6424042,2.91740569883e+21
6424044,2.40105210788e+21
6424073,2.36392561435e+22
6424077,9.22298500705e+21
6424101,2.7036055413e+21
6424104,1.39196557944e+21
6424108,2.8175139378e+21
6424124,2.92393779217e+21
6424157,3.44024265139e+21
6424207,1.32581969041e+22
6424208,1.66416598235e+21
6424212,1.78073631411e+22
6424288,1.80482839446e+22
6424306,1.86790326198e+22
6424320,1.00515868459e+22
6424340,1.29482961523e+22
6424381,2.96172648778e+21
6424395,
6424399,2.7181690767e+21
6424413,2.89628964704e+21
6424414,
6424451,4.88103661617e+21
6424501,2.90569287713e+21
6424515,5.11923674046e+22
6424526,6.48771515267e+20
6424551,2.18105246099e+21
6424561,8.9143372157e+21
6424573,3.32865341485e+21
6424597,5.63020645243e+22
6424652,3.63627649539e+22
6424676,3.26960596036e+21
6424707,1.65054579096e+21
6424770,3.39770724818e+21
6424796,1.83527407448e+22
6424801,1.06783796559e+21
6424807,1.20265636152e+21
6424842,2.22121521888e+21
6424848,
6424862,1.6575239408e+22
6424923,6.03915618218e+21
6424989,1.14672419471e+22
6425048,2.07644282439e+22
6425069,1.33241138321e+22
6425088,2.99704007626e+21
6425089,5.06879685432e+22
6425131,1.11787680224e+22
6425135,
6425181,1.82975421554e+21
6501237,1.69389004587e+22
6501256,2.58994785414e+21
6501273,3.82738300237e+21
6501302,4.93597100569e+21
6501303,3.22089500626e+21
6501327,1.79052554596e+21
6501332,7.01157699113e+21
6501381,5.26927658124e+21
6501404,1.38405228513e+22
6501433,2.92493549174e+21
6501444,1.88001817026e+22
6501475,1.63134612085e+22
6501605,5.68538072516e+21
6501609,2.84633440666e+21
6501676,1.45577868995e+22
6501709,9.72914640234e+21
6501711,1.19531123359e+21
6501742,1.16911872229e+21
6501743,3.64071075541e+21
6501749,
6501752,1.50440736521e+22
6501776,2.32368170453e+21
6501804,2.90496437751e+21
6501869,2.10985264177e+22
6501875,3.27844972296e+21
6501879,2.04080509162e+21
6501912,3.23327659249e+21
6501929,1.92635158219e+22
6501963,2.85977152341e+21
6501999,5.60439737702e+21
6502013,1.13685241833e+22
6502016,7.86972879307e+21
6502018,2.77395794451e+21
6502042,6.8495968968e+21
6502061,7.49520058325e+21
6502107,8.84072377438e+21
6502197,7.73416067173e+21
6502209,5.97910629758e+21
6502217,
6502255,2.3993483332e+22
6502257,2.25601100364e+21
6502330,7.55670441387e+21
6502334,7.6025036252e+21
6502367,9.37028177096e+21
6502385,2.04592670131e+21
6502387,1.29912328907e+21
6502390,2.95620256446e+21
6502466,8.00483470148e+20
6502468,1.40068335149e+21
6502514,5.70295029606e+21
6502525,2.22612324933e+21
6502530,7.05911922416e+21
6502546,1.657661385e+22
6502589,1.91484709502e+21
6502598,1.34153255232e+22
6502617,2.95518512696e+21
6502620,2.03460801405e+21
6502644,
6502655,1.43790007848e+21
6502680,
6502694,1.49509959396e+22
6502741,2.32991065343e+22
6502765,2.08656206669e+22
6502767,2.11158120298e+21
6502775,2.55192901107e+21
6502800,4.26033435491e+21
6502826,2.50214419235e+21
6502831,2.7772016226e+21
6502930,1.40777489488e+21
6502944,2.14549870858e+21
6502957,2.75369189146e+21
6502960,6.22473159932e+21
6502979,1.91078649274e+22
6502990,1.25025450473e+22
6502999,1.23847280211e+22
6503070,2.67473357523e+21
6503078,2.7636635105e+21
6503083,
6503138,2.132611177e+22
6503166,3.569974473e+22
6503224,6.50389990536e+21
6503243,2.18268217635e+22
6503343,3.17220715925e+21
6503367,2.67712720006e+21
6503412,1.63270384482e+21
6503431,2.4747909975e+21
6503434,2.76761519667e+22
6503436,1.96923456461e+22
6503502,3.25457827942e+21
6503536,2.77765687178e+21
6503557,2.25114128843e+21
6503561,1.02377424406e+22
6503571,1.99442067298e+21
6503621,2.44766657944e+22
6503627,1.03959834234e+22
6503657,3.68786864032e+22
6503668,2.92303819816e+21
6503735,2.43802240439e+22
6503742,1.16858023358e+22
6503763,1.12575811048e+22
6503784,7.75870285023e+21
6503821,1.71982094344e+21
6583831,2.03899595714e+22
6583917,
6584009,2.17694489797e+22
6584042,6.88746734803e+22
6584072,1.12647706171e+22
6584091,3.81840309998e+22
6584132,2.25379725302e+22
6584167,
6584170,2.05703213435e+22
6584196,6.47994925917e+20
6584248,2.00585316649e+22
6584254,1.05974490353e+21
6584273,8.78440756757e+21
6584278,3.60646216677e+22
6584282,4.29035032684e+22
6584375,3.28112620516e+21
6584377,2.8329720451e+21
6584386,1.83939834092e+22
6584387,6.71542364105e+22
6584408,
6584424,1.02034756537e+23
6584430,4.79090880435e+22
6584445,1.15835527782e+22
6584446,2.57937802802e+21
6584469,8.22437345108e+21
6584491,3.93508896897e+21
6584555,3.10710618044e+21
6584666,
6584670,1.36816963277e+21
6584721,2.77422547409e+21
6584849,3.15311663851e+21
6584857,2.97136838292e+21
6584908,9.34520675157e+21
6584971,2.25618958972e+21
6584992,3.44160626546e+21
6585003,2.31655538216e+22
6585029,1.35136359827e+22
6585062,1.50037232448e+22
6585068,2.4961248801e+21
6585077,2.62705784486e+21
6585104,2.77163835757e+21
6585106,3.12258638296e+21
6585150,6.68751228087e+21
6585165,8.30762831726e+21
6585218,1.51280550652e+21
6585225,3.58804963196e+21
6585228,1.12654740388e+22
6585236,2.37383271993e+21
6585244,1.2473516576e+22
6585263,6.62672476625e+21
6585265,1.60214144764e+21
6585276,2.19371214019e+21
6585303,3.40472924891e+21
6585308,5.68950292215e+21
6585341,1.70574784808e+21
6585364,5.99330564647e+21
6585430,1.19782716613e+22
6585449,1.30902918437e+22
6585484,2.81459616079e+21
6585532,4.5814354945e+21
6585537,3.95134730888e+21
6585602,1.11123361986e+22
6585680,1.03606881952e+22
6585781,1.28173604102e+22
6585819,6.56071671375e+21
6585850,3.08278084909e+21
6585857,7.2380190512e+21
6585930,1.10441930099e+21
6585960,1.32424989986e+21
6585979,
6586001,7.34712873859e+21
6586004,1.38850807346e+22
6586020,3.02660665325e+22
6586052,1.72459820709e+21
6586053,2.43018011666e+21
6586054,1.63092656513e+21
6586055,2.33510899006e+21
6586109,2.5901748552e+22
6586136,2.91146093845e+21
6586143,3.66046832722e+21
6586144,7.29693672001e+21
6586195,2.39298367185e+21
6586203,2.22237695077e+21
6586208,1.92680451029e+21
6586231,1.75949842088e+21
6586237,3.96944555284e+21
6586253,1.24248996932e+22
6586285,1.03402245013e+21
6586293,4.21043807661e+21
6586294,2.47009803923e+21
6586303,5.08728487976e+21
6586311,2.81835368109e+21
6586313,2.08183346582e+22
6586333,1.33098150482e+22
6586339,
6586390,6.88479256339e+21
6586402,2.239628231e+21
6586422,2.4298667879e+22
6586428,6.26516278247e+21
6586451,2.02175957977e+21
6586466,2.15780291874e+22
6586477,1.0800713442e+22
6586487,1.92766108011e+21
6586490,2.10677192785e+21
6586514,2.28311105287e+21
6586518,2.65358919788e+21
6586529,2.30298010663e+21
6586544,2.28034775169e+21
6586786,3.37673418962e+21
6586793,2.4245365963e+21
6589949,3.91420813888e+21
6590007,1.96525342976e+21
6590052,2.05018336633e+22
6590056,1.48398026829e+22
6590069,1.13882709903e+22
6590099,3.15991195713e+21
6590112,3.3726936952e+21
6590155,1.93043608534e+21
6590166,2.80479738265e+21
6590169,2.56454804254e+21
6590195,3.46465357601e+21
6590235,3.52186916296e+21
6590265,7.07591363214e+21
6590271,4.55539143537e+21
6590276,1.68600628575e+21
6590296,1.3633701728e+22
6590307,2.71645123366e+21
6590330,2.37008448847e+21
6590341,6.84199869742e+21
6590359,4.59314068671e+21
6590360,1.94111361124e+21
6590363,3.41477883548e+21
6590367,8.35151426452e+21
6590381,4.38900427142e+22
6590394,1.38731490013e+21
6590403,1.27921519029e+21
6590410,2.40075631585e+21
6590528,4.39878575107e+21
6590668,
6590675,4.22432103962e+22
6590697,2.25917880216e+22
6590705,2.15161289821e+21
6590707,2.21789852814e+22
6590726,1.15807182223e+22
6590737,1.33039960808e+21
6590774,7.00825988962e+21
6590792,2.94069588953e+21
6590829,9.86939095591e+20
6590852,5.60111566159e+21
6590870,9.40364134974e+21
6590912,1.5640847378e+22
6590927,1.86285489882e+22
6590932,7.22240918471e+21
6590959,1.9810953752e+21
6591005,2.58474866645e+22
6591021,1.4898260505e+21
6591027,1.72764694571e+22
6591028,3.49178238168e+21
6591069,4.69855160771e+21
6591080,2.2526200705e+21
6591123,1.02331215625e+22
6591171,7.54229083138e+21
6591189,4.55892053999e+21
6591220,2.49478419778e+21
6591226,1.52514871096e+22
6591229,5.16777902142e+21
6591233,6.9427722373e+21
6591255,3.14724390175e+21
6591257,1.7991582308e+21
6591336,3.56997279304e+21
6591347,2.57862907786e+21
6591364,9.84533755957e+20
6591407,1.25569464024e+22
6591416,6.579750037e+20
6591488,4.00031083598e+21
6591498,2.66467824852e+21
6669592,1.50905076419e+21
6669610,1.52502598778e+22
6669617,7.9936987405e+21
6669667,2.20684993744e+21
6669674,1.48521196513e+22
6669715,2.46245225598e+22
6669746,9.23993594482e+21
6669809,1.4814455383e+21
6669810,1.90744568163e+21
6669865,5.04014047595e+21
6669890,2.58523958074e+21
6669891,5.02976056253e+21
6669922,6.07623084969e+21
6670009,2.77956939988e+22
6670034,3.36925641985e+22
6670075,3.58029912845e+21
6670174,2.52405245127e+21
6670192,4.77265112929e+20
6670270,3.41579697058e+21
6670280,2.54213748672e+22
6670373,2.00739990618e+22
6670427,2.73096978413e+21
6670500,3.26965756993e+21
6670513,2.85317769354e+21
6670532,1.69149467496e+22
6670623,1.28547502031e+21
6670658,1.62639725623e+22
6670670,4.20502271531e+21
6670742,
6670812,3.85709697683e+20
6670894,3.97067657782e+21
6671004,
6671111,3.22962078589e+21
6671125,5.5728419824e+22
6671144,1.97419450087e+21
6671185,8.86285555534e+21
6671217,6.45813701467e+21
6671282,
6671321,9.88229739313e+21
6671322,2.72212462645e+21
6671366,1.61570144983e+22
6671371,7.62876633831e+21
6671398,1.03567577087e+22
6671442,5.80056993693e+21
6671492,9.94397248111e+21
6671522,8.53632513813e+21
6671527,1.86395785541e+21
6671605,1.46111822089e+21
6671817,3.6746381031e+21
6671840,3.79464425021e+21
6671905,2.85919614768e+21
6671919,1.37247858579e+22
6671961,2.09153746765e+22
6674830,3.02753678292e+21
6674839,
6674968,1.80532957889e+21
6674976,1.05608505136e+21
6675021,8.8334159242e+21
6675060,6.30728049935e+21
6675080,
6675093,2.57452818665e+21
6675193,2.81068923469e+21
6675216,1.1967223898e+22
6675315,4.07579962154e+21
6675318,1.36985248287e+21
6675323,1.3178465079e+22
6675361,1.5596391719e+21
6675401,
6675419,8.85373686261e+22
6675441,3.86308750139e+21
6675446,2.9541747552e+21
6675478,3.31966848299e+21
6675481,
6675515,2.33790105812e+21
6675522,3.62615346536e+21
6675546,1.15092533812e+22
6675564,4.594184385e+21
6675598,7.77314974673e+21
6675604,3.68220790232e+21
6675665,1.56840643551e+22
6675685,1.39039224391e+21
6675714,3.22936724675e+21
6675718,
6675757,1.7803192959e+21
6675761,3.04340443394e+22
6675848,4.290637436e+21
6675851,3.19392310905e+21
6675879,
6675936,1.00686538252e+21
6675944,3.54650062048e+21
6675967,
6675987,1.35305966044e+21
6676004,1.27027183553e+22
6676005,3.23633200066e+21
6676079,2.0590605261e+22
6676083,1.07650920162e+23
6676093,2.92467542831e+21
6676174,
6676221,1.6254695967e+22
6676222,1.20911932494e+22
6676236,8.94860465464e+21
6676244,4.27800389517e+21
6676256,2.38466993456e+21
6676296,1.20933297302e+21
6676298,2.3901972459e+21
6676338,2.49917726223e+21
6676375,1.3301984477e+22
6676378,8.12969273391e+21
6676419,2.58298175331e+21
6676437,1.8293719528e+22
6676482,
6676498,3.12538759172e+21
6676555,1.51520437099e+21
6676571,2.10131188217e+21
6676588,2.43306469838e+21
6676597,4.36007458083e+21
6676626,2.6764630877e+21
6676631,1.75245382256e+21
6676643,2.95101300351e+21
6676646,2.57953049689e+21
6676655,2.41732274468e+21
6676675,9.11410259161e+21
6676683,2.84683813292e+21
6676725,1.34046175604e+22
6676752,2.06449700162e+21
6676755,2.53395011156e+21
6676788,2.32471382521e+21
6676823,1.57570559329e+21
6676830,7.04272562757e+21
6676843,
6676876,2.02951574795e+22
6676885,4.48122710662e+21
6676909,2.60384273333e+22
6677024,
6677047,2.09445037811e+21
6755944,6.9988204347e+21
6755955,1.28056273971e+22
6756017,2.34061250167e+22
6756044,2.30304103114e+21
6756046,7.55885938309e+21
6756069,
6756087,
6756096,3.78018669277e+21
6756134,2.54273213963e+21
6756157,
6756222,1.19611190303e+21
6756233,3.64305776052e+21
6756369,5.36097864546e+21
6756386,1.33511055231e+23
6756481,2.93320205724e+22
6756507,3.56766206597e+21
6756579,
6756648,1.25945522728e+23
6756655,1.06083417625e+21
6756669,1.63906349268e+22
6756695,2.57752673279e+21
6756712,1.020884691e+22
6756740,3.28874083421e+22
6756832,2.56140714875e+22
6756847,
6756866,2.70867875376e+21
6756902,6.75670714737e+21
6756909,1.92315424603e+21
6756969,1.70895021897e+22
6757044,5.71009363447e+21
6757075,6.06420606262e+21
6757086,2.85968163753e+21
6757103,6.42898490656e+21
6757116,1.5749896079e+21
6757117,4.00372220317e+21
6757123,8.10850639131e+21
6757160,
6757179,3.47047463247e+21
6757207,2.73266416749e+21
6757282,2.71564902064e+21
6757324,
6757332,8.2204021298e+22
6757410,3.49549736347e+21
6757490,4.47930675577e+21
6757493,3.88566387596e+21
6757511,1.11929992406e+22
6757556,1.47493282754e+21
6757558,4.59350087617e+21
6757585,8.30161938421e+21
6757610,3.6274392865e+21
6757637,2.63376370992e+22
6757641,1.81486998224e+22
6757650,
6757682,1.21223851042e+22
6758117,2.80016342297e+21
6758178,1.22947645606e+21
6758204,4.31653706578e+21
6842272,3.69965263509e+21
6842287,1.07508440197e+22
6842322,4.92276112142e+21
6842344,
6842569,9.5455118398e+21
6842620,1.26613024984e+21
6842643,3.94097348607e+21
6842668,9.03625226765e+21
6842697,2.8348467567e+21
6842720,2.34462845446e+21
6843123,2.72535959752e+21
6843587,3.5170329935e+21
6924484,2.37124551596e+21
6924776,4.13241842973e+21
6924871,1.71007153672e+21
6924881,9.75126966053e+21
6924906,
6924908,1.62637379272e+21
6924939,
6924968,
6925068,
6925119,2.02661496905e+21
6925135,1.2794626716e+21
6925158,4.50907165115e+21
6925239,1.20983990044e+22
6925256,1.72100044287e+21
6925263,6.56497485296e+21
6925381,9.27392896435e+21
7009632,3.37892987107e+22
7009804,7.26071290392e+21
7009817,3.07489158111e+22
7009824,7.1027665729e+21
7009828,2.44761168458e+21
7009852,1.84433690921e+22
7010046,1.35805010671e+22
7010070,3.36125242142e+22
7010178,3.75132383163e+21
7010179,9.40746452452e+21
7010198,
7010256,1.33498553583e+21
7010277,3.24458256562e+21
7010316,8.34018546572e+21
7010320,1.64087207958e+21
7010351,2.47034307721e+22
7010379,5.87194192646e+21
7010441,1.08962137782e+21
7010449,2.80022596876e+21
7010455,2.97736868991e+21
7010469,3.79959642481e+21
7010548,1.04916513914e+22
7010554,1.56019173953e+22
7010560,
7010614,1.87162297687e+22
7010703,3.78678006645e+21
7011044,9.01479760129e+21
7011067,6.67971185268e+21
7011098,
7011163,1.96274931156e+22
7011254,1.52072929914e+21
7011334,
7093228,2.98865671943e+21
7093270,2.4983723955e+21
7093284,2.41597924458e+21
7093339,6.74857700282e+21
7093386,1.88064209363e+22
7093387,3.5712393553e+21
7093401,3.6252865483e+21
7093428,3.50585940384e+22
7093430,1.3459989391e+21
7093456,1.87363642774e+21
7093547,8.0634816359e+20
7093589,1.72952070818e+22
7093599,5.62700843468e+21
7093675,3.25968181343e+21
7093705,5.00051197355e+21
7093717,3.61800575326e+21
7093728,1.60621934785e+22
7093766,4.02526382742e+21
7093812,3.13838835677e+21
7093863,6.90757371931e+21
7093908,1.37150532125e+21
7093953,2.49918048605e+22
7094022,8.95448851986e+21
7094031,2.64710776928e+21
7094037,1.55754157255e+21
7094103,3.26710522933e+21
7094142,4.97605081052e+22
7094193,3.60420923066e+21
7094415,2.89509583498e+22
7094448,2.6999894037e+21
7094461,1.18889093961e+22
7094497,2.25892644591e+22
7094508,
7094589,9.93808369515e+21
7094627,2.60522557446e+21
7094629,1.92030878633e+22
7094646,3.87464901761e+21
7094783,1.98438376216e+22
7094800,2.87263249382e+21
7094804,1.20445947475e+22
7094821,1.96051587929e+21
7094894,2.92460242901e+21
7094907,8.76827467344e+21
7094920,2.70909029309e+21
7094933,2.86137634133e+21
7094949,1.92661051756e+21
7094950,2.59618537869e+22
7094981,2.72368473832e+21
7094983,1.51384435276e+22
7095012,1.58912826643e+22
7095032,1.59672321551e+21
7095058,6.74249580213e+21
7095060,1.81483634487e+22
7095140,2.39153247405e+21
7095218,2.90521504132e+21
7095221,3.77261196962e+22
7095369,3.87175772404e+21
7175788,1.70281745981e+22
7175818,8.53063697778e+21
7175826,2.00868749021e+22
7175831,4.08573143988e+21
7175869,1.63144270617e+22
7175896,9.68076188333e+20
7175943,2.55186889192e+21
7176047,1.25137448219e+22
7176058,1.79363994437e+21
7176065,
7176070,3.54304720246e+21
7176080,1.97859258123e+22
7176090,2.93574165373e+21
7176127,2.06231202481e+21
7176159,1.08448913422e+21
7176167,7.59534545686e+20
7176173,8.6191341747e+21
7176191,1.60475481604e+22
7176196,5.85699230736e+21
7176218,7.38935067417e+21
7176268,4.37400796981e+22
7176284,2.01014132779e+22
7176320,2.06360663574e+21
7176348,1.7617585814e+21
7176375,1.12963433541e+21
7176398,2.64728284559e+21
7176406,3.64642428735e+21
7176424,1.89696691689e+21
7176433,3.53181352384e+21
7176440,1.67498512556e+22
7176460,5.71007848284e+21
7176491,1.85482991029e+22
7176542,2.06535878544e+22
7176552,8.70766405489e+21
7176707,3.16485867806e+22
7176951,4.1701060201e+21
7176987,
7177015,2.7150039788e+21
7177090,3.12151462958e+21
7177105,1.56391344757e+22
7177153,1.29083006149e+22
7177175,
7177255,1.15836293574e+22
7177285,1.58623664996e+21
7177292,1.0567243396e+23
7177371,1.65172448073e+21
7177420,1.6576108858e+21
7177421,3.53692531206e+21
7177427,1.74339610377e+22
7177464,1.71113672049e+22
7177514,1.76032105965e+21
7177517,1.02602229486e+22
7177553,
7177620,
7177672,2.63434049752e+21
7177674,1.64786978306e+22
7177686,3.71465161391e+22
7177698,3.14079115032e+21
7177702,6.00034518628e+21
7177722,2.8956443238e+22
7177732,4.80532525422e+21
7177734,1.67851655548e+21
7177766,1.94868646407e+22
7177781,1.13416783647e+22
7177820,
7177892,
7177931,1.78371735767e+22
7177955,1.09134538592e+22
7177967,2.66705772292e+22
7177980,7.98735264155e+21
7177995,7.82266949323e+21
7177996,1.5108884094e+22
7178016,6.72559547326e+21
7178040,4.68801785535e+21
7178061,3.36226858242e+21
