Kepler ID,RA (J2000),Dec (J2000),RA PM,Dec PM,Star/Gal ID,Teff,Log G,Metallicity,E(B-V),A_V,Radius,Parallax
11189063,291.1232900,48.8001100,0.000,0.000,0,6446,4.756,-0.309,0.116,0.361,0.722,
11189065,291.1234700,48.8324700,0.000,0.000,0,5123,3.573,0.075,0.142,0.440,3.136,
11189107,291.1481210,48.8404600,0.000,0.000,0,6506,3.640,-0.516,0.100,0.310,2.983,
11189108,291.1482100,48.8990000,0.000,0.000,0,5374,4.400,-0.162,0.107,0.331,1.057,
11189117,291.1523100,48.8685600,0.000,0.000,0,5889,4.606,-0.187,0.103,0.320,0.848,
11189127,291.1573860,48.8611440,0.000,0.000,0,,,,,,,
11189183,291.1929900,48.8140000,-0.002,0.012,0,5434,4.676,-0.184,0.126,0.390,0.751,
11189202,291.2021700,48.8042300,0.000,0.000,0,5743,4.919,0.150,0.118,0.365,0.568,
11189267,291.2330210,48.8118400,0.000,0.000,0,5609,4.530,-0.086,0.105,0.327,0.918,
11189284,291.2416310,48.8414100,0.000,0.000,0,8637,3.641,-0.108,0.166,0.514,3.470,
11189297,291.2469000,48.8970500,0.000,0.000,0,5536,4.546,0.141,0.138,0.427,0.894,
11189311,291.2556140,48.8469230,0.000,0.000,0,,,,,,,
11189336,291.2654400,48.8292500,0.006,0.018,0,5309,4.600,-0.111,0.128,0.398,0.817,
11189395,291.2990810,48.8687000,0.000,0.000,0,5114,3.482,-0.324,0.147,0.456,3.517,
11189426,291.3140700,48.8492600,0.000,0.000,0,6025,4.560,-0.017,0.131,0.407,0.903,
11189432,291.3208500,48.8518900,0.000,0.000,0,4654,2.853,-0.190,0.124,0.383,7.468,
11189446,291.3283550,48.8396150,0.000,0.000,0,,,,,,,
11189468,291.3420600,48.8462800,0.000,0.000,0,5656,4.463,-0.222,0.144,0.445,1.000,
11189488,291.3503100,48.8835200,0.000,0.000,0,4888,4.684,-0.558,0.081,0.250,0.691,
11189500,291.3581100,48.8679200,0.000,0.000,0,5132,4.245,-0.402,0.119,0.368,1.268,
11189528,291.3747700,48.8887600,0.000,0.000,0,5740,4.438,-0.393,0.122,0.380,1.036,
11189531,291.3757900,48.8308400,-0.004,-0.002,0,5001,4.393,-0.074,0.118,0.367,1.033,
11189581,291.4032000,48.8986200,0.000,0.000,0,4602,4.399,0.352,0.061,0.188,0.961,
11189583,291.4043100,48.8038000,0.000,0.000,0,6328,4.323,-0.016,0.068,0.210,1.223,
11189642,291.4362300,48.8617700,0.000,0.000,0,6364,4.527,-0.439,0.120,0.372,0.954,
11189695,291.4658100,48.8886200,0.000,0.000,0,5210,3.642,-0.159,0.085,0.264,2.871,
11189820,291.5463110,48.8301600,0.000,0.000,0,5590,4.507,0.131,0.139,0.432,0.943,
11189873,291.5747400,48.8613000,0.000,0.000,0,5888,4.590,-0.336,0.121,0.375,0.864,
11189880,291.5770900,48.8885100,0.000,0.000,0,5154,4.529,-0.309,0.109,0.339,0.881,
11189908,291.5958710,48.8322500,0.000,0.000,0,5689,4.630,0.248,0.111,0.343,0.815,
11189912,291.5988100,48.8024000,0.000,0.000,0,5813,4.424,-0.229,0.060,0.186,1.057,
11189959,291.6182210,48.8708000,0.005,0.002,0,9258,4.105,-0.171,0.056,0.174,1.995,0.005
11190012,291.6379500,48.8319400,0.000,0.000,0,6024,4.435,0.161,0.146,0.451,1.052,
11190040,291.6551600,48.8180800,0.000,0.000,0,5473,4.757,-0.301,0.116,0.361,0.680,
11190105,291.6843900,48.8402200,0.000,0.000,0,5844,4.615,0.159,0.146,0.451,0.837,
11190111,291.6873900,48.8102400,0.000,0.000,0,5958,4.529,-0.032,0.135,0.417,0.935,
11190229,291.7472030,48.8521950,0.000,0.000,0,,,,,,,
11190233,291.7487810,48.8664900,0.000,0.000,0,5785,3.990,-0.841,0.101,0.312,1.835,
11190290,291.7774400,48.8785300,0.000,0.000,0,5788,4.510,0.023,0.127,0.394,0.950,
11190306,291.7833300,48.8820900,0.000,0.000,0,5765,4.358,0.050,0.129,0.400,1.143,
11190322,291.7927500,48.8679700,0.000,0.000,0,4621,2.702,0.058,0.137,0.425,8.845,
11190323,291.7929460,48.8147670,0.000,0.000,0,,,,,,,
11190339,291.8026400,48.8525800,0.000,0.000,0,5330,4.363,-0.958,0.094,0.291,1.104,
11190377,291.8253100,48.8377000,0.000,0.000,0,5562,4.538,-0.157,0.115,0.356,0.905,
11190388,291.8325000,48.8155400,0.000,0.000,0,5026,3.569,-0.498,0.101,0.313,3.147,
11190395,291.8337800,48.8817700,0.000,0.000,0,5452,4.812,-0.633,0.102,0.316,0.633,
11190403,291.8376900,48.8917300,0.000,0.000,0,5844,4.510,-0.370,0.123,0.382,0.952,
11190431,291.8526600,48.8898700,0.002,-0.014,0,4432,2.675,-0.143,0.152,0.472,9.085,
11190480,291.8799000,48.8204700,0.000,0.000,0,4779,2.863,0.075,0.171,0.532,7.404,
11190511,291.8995010,48.8507500,0.000,0.000,0,5540,4.556,-0.316,0.146,0.453,0.884,
11190519,291.9056400,48.8838100,0.000,0.000,0,5856,4.426,-0.100,0.129,0.401,1.056,
11190522,291.9070100,48.8412000,-0.002,-0.010,0,5545,4.639,0.025,0.137,0.424,0.796,
11190538,291.9153000,48.8853300,0.000,0.000,0,5613,4.533,-0.351,0.047,0.145,0.915,
11190555,291.9217800,48.8512600,0.000,0.000,0,5677,4.798,0.073,0.118,0.366,0.658,
11190616,291.9492600,48.8160700,0.000,0.000,0,5100,4.329,-0.052,0.053,0.165,1.133,
11190648,291.9636200,48.8740100,0.000,0.000,0,6551,4.638,-0.437,0.102,0.315,0.839,
11190691,291.9899100,48.8836400,0.000,0.000,0,5715,4.672,-0.841,0.097,0.300,0.774,
11190703,291.9954110,48.8784000,0.000,0.000,0,5696,4.519,-0.470,0.101,0.314,0.936,
11190713,291.9983100,48.8175800,0.000,0.000,0,4529,4.352,-1.350,0.044,0.137,1.015,
11190725,292.0072310,48.8275300,0.000,0.000,0,5007,2.988,-0.007,0.152,0.472,6.435,
11190734,292.0125300,48.8111900,0.000,0.000,0,6147,4.480,-0.161,0.145,0.449,1.002,
11190743,292.0182900,48.8974500,0.000,0.000,0,6146,4.276,-0.421,0.095,0.296,1.287,
11190767,292.0303800,48.8700000,0.000,0.000,0,5234,4.296,-0.470,0.107,0.330,1.194,
11190768,292.0304490,48.8040200,0.000,0.000,0,4888,3.311,0.030,0.098,0.305,4.346,
11190828,292.0644800,48.8375900,0.000,0.000,0,5802,4.525,-0.436,0.116,0.361,0.933,
11190862,292.0842900,48.8129600,0.000,0.000,0,5762,4.444,-0.085,0.087,0.270,1.028,
11190900,292.0992200,48.8242300,0.000,0.000,0,5563,4.540,0.060,0.114,0.354,0.903,
11190906,292.1025110,48.8921400,0.000,0.000,0,5756,4.411,0.006,0.150,0.466,1.071,
11190921,292.1088600,48.8566300,0.000,0.000,0,6021,4.449,0.019,0.153,0.474,1.034,
11190936,292.1180600,48.8498900,0.000,0.000,0,4784,4.218,0.207,0.052,0.161,1.273,
11190938,292.1188800,48.8634900,0.000,0.000,0,5687,4.440,-0.116,0.112,0.348,1.030,
11190968,292.1396600,48.8898800,0.000,0.000,0,6055,4.149,-0.199,0.137,0.424,1.506,
11190969,292.1397000,48.8743500,0.000,0.000,0,4864,4.701,-1.399,0.034,0.106,0.672,
11190974,292.1417700,48.8470700,0.000,0.000,0,4022,4.575,-0.158,0.035,0.107,0.627,
11190988,292.1510400,48.8952700,0.000,0.000,0,5116,4.210,-0.149,0.110,0.342,1.329,
11191023,292.1690210,48.8283200,0.000,0.000,0,5723,4.703,0.501,0.132,0.408,0.744,
11191052,292.1814000,48.8584200,0.000,0.000,0,6555,4.358,-0.563,0.124,0.384,1.183,
11191057,292.1833480,48.8243770,0.000,0.000,0,,,,,,,
11191130,292.2245080,48.8140780,0.000,0.000,0,,,,,,,
11191143,292.2314900,48.8387900,0.000,0.000,0,4780,4.714,-0.220,0.076,0.235,0.648,
11191170,292.2436700,48.8740400,0.000,0.000,0,5695,4.393,0.110,0.151,0.468,1.092,
11191181,292.2496800,48.8669900,0.000,0.000,0,5468,4.372,-0.088,0.116,0.359,1.103,
11191198,292.2554100,48.8855200,0.000,0.000,0,5602,4.531,-0.111,0.122,0.379,0.917,
11191210,292.2619800,48.8441800,0.000,0.000,0,6333,4.237,-0.275,0.128,0.398,1.361,
11191213,292.2629100,48.8933300,0.000,0.000,0,5662,4.478,-0.027,0.132,0.411,0.982,
11191257,292.2868800,48.8445300,0.000,0.000,0,5520,4.599,0.021,0.137,0.424,0.836,
11191281,292.2983400,48.8543800,0.000,0.000,0,5693,4.765,-0.068,0.123,0.381,0.688,
11191314,292.3111500,48.8580900,0.000,0.000,0,5680,4.612,-0.479,0.127,0.394,0.833,
11191327,292.3224000,48.8584600,0.000,0.000,0,5377,4.871,-0.226,0.114,0.352,0.582,
11191328,292.3225560,48.8432280,0.000,0.000,0,,,,,,,
11191346,292.3308900,48.8973900,0.000,0.000,0,4884,3.469,-0.041,0.149,0.462,3.563,
11191364,292.3350110,48.8725200,0.000,0.000,0,5228,4.673,-0.635,0.120,0.371,0.737,
11191393,292.3544900,48.8996400,0.000,0.000,0,6034,4.484,0.049,0.105,0.325,0.991,
11191471,292.3945500,48.8947900,0.000,0.000,0,5806,4.543,0.044,0.157,0.486,0.912,
11191514,292.4116700,48.8747700,0.000,0.000,0,5347,4.544,-0.145,0.089,0.277,0.880,
11204904,298.0132400,48.8425900,0.000,0.000,0,8530,3.830,-0.133,0.192,0.597,2.685,
11204905,298.0135200,48.8119700,0.000,0.000,0,5413,3.831,-0.335,0.127,0.395,2.241,
11205191,298.1257800,48.8231200,0.000,0.000,0,6192,4.236,-0.310,0.122,0.378,1.355,
11205192,298.1263700,48.8930400,0.000,0.000,0,5689,4.295,0.206,0.143,0.442,1.232,
11205230,298.1407300,48.8596100,0.000,0.000,0,5986,4.393,-0.119,0.157,0.486,1.106,
11205231,298.1409140,48.8985020,0.000,0.000,0,,,,,,,
11205269,298.1597210,48.8317200,0.000,0.000,0,6234,4.313,-0.246,0.154,0.478,1.233,
11205319,298.1793900,48.8000000,0.004,0.004,0,5656,4.593,-0.348,0.103,0.319,0.852,
11205401,298.2163800,48.8133800,0.000,0.000,0,6107,4.526,-0.551,0.155,0.481,0.944,
11205499,298.2552710,48.8054700,0.000,0.000,0,5577,4.316,-0.351,0.097,0.301,1.192,
11205503,298.2560700,48.8631500,0.000,0.000,0,5741,4.464,0.049,0.149,0.462,1.003,
11205547,298.2716900,48.8399600,0.000,0.000,0,,,,,,,
11205551,298.2725810,48.8758100,0.000,0.000,0,5824,4.457,-0.056,0.140,0.433,1.016,
11205702,298.3163300,48.8762100,0.000,0.000,0,5661,4.343,0.158,0.150,0.465,1.158,
11205720,298.3233500,48.8128200,0.000,-0.018,0,5105,4.539,-0.160,0.144,0.446,0.865,
11205733,298.3292510,48.8222900,0.000,0.000,0,7168,3.471,-1.529,0.159,0.492,3.837,
11205766,298.3444260,48.8513680,0.000,0.000,0,,,,,,,
11205823,298.3678560,48.8340760,0.000,0.000,0,,,,,,,
11205828,298.3706510,48.8430100,0.000,0.000,0,4999,4.481,-0.499,0.075,0.233,0.922,
11205830,298.3713500,48.8809800,0.000,0.000,0,5818,4.337,-0.184,0.164,0.507,1.176,
11205923,298.4052840,48.8769110,0.000,0.000,0,,,,,,,
11205984,298.4289410,48.8589900,0.000,0.000,0,5824,4.507,-0.567,0.142,0.441,0.955,
11205986,298.4297900,48.8835300,0.000,0.000,0,5882,4.423,-1.029,0.118,0.367,1.061,
11205992,298.4325000,48.8741900,0.000,0.000,0,6078,4.344,-0.985,0.133,0.412,1.179,
11206038,298.4479400,48.8520700,0.000,0.000,0,7851,3.762,-0.113,0.235,0.727,2.756,
11206075,298.4625600,48.8766700,0.000,0.000,0,4804,3.172,-0.539,0.138,0.427,5.140,
11206108,298.4722500,48.8536400,0.000,0.000,0,6249,4.608,-0.496,0.185,0.572,0.859,
11206203,298.5078600,48.8800600,0.000,0.000,0,6000,4.547,-0.559,0.102,0.315,0.917,
11228389,282.4403100,48.9273900,0.000,0.000,0,5475,4.424,-0.081,0.091,0.281,1.035,
11228513,282.5436600,48.9606300,0.000,0.000,0,5683,4.761,-0.143,0.094,0.292,0.690,
11228522,282.5502000,48.9530200,0.000,0.000,0,5558,4.676,0.058,0.086,0.267,0.761,
11228612,282.6072110,48.9682500,0.000,0.000,0,5829,4.378,-0.291,0.113,0.349,1.118,
11230799,284.1620210,48.9550900,0.000,0.000,0,5915,4.585,-0.282,0.115,0.356,0.872,
11230805,284.1647810,48.9826600,0.000,0.000,0,5814,4.734,0.149,0.098,0.304,0.719,
11230816,284.1727500,48.9002000,0.000,0.000,0,5748,4.292,-0.220,0.067,0.206,1.239,
11230837,284.1848000,48.9566400,0.000,0.000,0,5439,4.559,-0.355,0.118,0.366,0.871,
11230841,284.1858000,48.9493200,0.000,0.000,0,5851,4.560,-0.149,0.112,0.349,0.896,
11230855,284.1993950,48.9314500,0.000,0.000,0,,,,,,,
11230860,284.2037400,48.9067700,0.000,0.000,0,6382,4.236,-0.410,0.142,0.439,1.366,
11230895,284.2346510,48.9934900,0.000,0.000,0,4979,3.150,-0.349,0.136,0.422,5.291,
11230901,284.2367210,48.9040200,0.000,0.000,0,5750,4.361,-0.180,0.097,0.301,1.138,
11230926,284.2541800,48.9850100,0.000,0.000,0,5873,4.477,-0.181,0.113,0.349,0.993,
11230957,284.2716800,48.9993300,0.000,0.000,0,5680,4.505,0.020,0.120,0.373,0.950,
11230975,284.2858800,48.9662900,0.000,0.000,0,6010,4.471,-0.213,0.097,0.300,1.007,
11230989,284.2945500,48.9442700,0.000,0.000,0,5108,4.621,-0.177,0.096,0.298,0.779,
11231004,284.3038310,48.9857900,0.000,0.000,0,5866,4.438,-0.114,0.115,0.357,1.041,
11231042,284.3319500,48.9089800,0.002,0.014,0,5473,4.465,-0.513,0.121,0.376,0.983,
11231061,284.3422200,48.9802500,0.000,0.000,0,5929,4.503,-0.063,0.097,0.300,0.964,
11231092,284.3628400,48.9911100,0.000,0.000,0,5920,4.414,-0.190,0.114,0.353,1.074,
11231142,284.3974010,48.9424900,0.000,0.000,0,5171,4.510,-0.989,0.093,0.287,0.904,
11231150,284.4047980,48.9476230,0.000,0.000,0,,,,,,,
11231162,284.4133800,48.9124900,0.000,0.000,0,5759,4.552,-0.318,0.092,0.285,0.901,
11231211,284.4441800,48.9047600,0.000,0.000,0,5808,4.553,-0.143,0.115,0.355,0.902,
11231223,284.4506960,48.9405270,0.000,0.000,0,,,,,,,
11231241,284.4645200,48.9637400,0.000,0.000,0,6020,4.295,-0.210,0.045,0.139,1.249,
11231255,284.4764100,48.9459600,0.000,0.000,0,4935,3.335,0.011,0.113,0.349,4.216,
11231334,284.5418300,48.9612800,0.000,0.000,0,6278,4.170,-0.088,0.038,0.118,1.479,
11231339,284.5438200,48.9944300,0.000,0.000,0,5717,4.715,-0.044,0.107,0.333,0.733,
11231341,284.5441500,48.9240300,0.000,0.000,0,5036,4.284,-0.092,0.074,0.230,1.195,
11231375,284.5699500,48.9545200,0.000,0.000,0,5369,4.681,0.198,0.062,0.193,0.741,
11231385,284.5776900,48.9427100,0.000,0.000,0,5235,4.593,-0.046,0.095,0.295,0.818,
11231423,284.6112200,48.9608200,0.000,0.000,0,4924,3.213,-0.271,0.131,0.407,4.905,
11231436,284.6184380,48.9427880,0.000,0.000,0,,,,,,,
11231445,284.6245700,48.9060800,0.000,0.000,0,5490,4.481,0.045,0.126,0.389,0.965,
11231446,284.6255700,48.9866700,0.000,0.000,0,5348,4.875,-0.445,0.074,0.229,0.577,
11231459,284.6337100,48.9558700,0.000,0.000,0,5607,4.554,0.368,0.111,0.343,0.891,
11231494,284.6550600,48.9865800,0.000,0.000,0,6115,4.650,-0.496,0.090,0.278,0.811,
11231502,284.6594100,48.9689700,0.024,0.012,0,5915,4.265,-0.453,0.087,0.271,1.291,
11231549,284.6860400,48.9521100,0.000,0.000,0,4619,2.539,-0.095,0.107,0.333,10.650,
11231576,284.7021900,48.9987100,0.000,0.000,0,5096,4.407,-0.423,0.096,0.297,1.024,
11231601,284.7204600,48.9031200,-0.028,-0.004,0,5442,4.355,-0.858,0.047,0.145,1.124,
11231635,284.7477110,48.9771800,0.000,0.000,0,5681,4.534,0.100,0.104,0.321,0.917,
11231640,284.7525600,48.9968300,0.000,0.000,0,6055,4.357,-0.188,0.114,0.353,1.160,
11231644,284.7550910,48.9685900,0.000,0.000,0,6020,4.399,-0.265,0.127,0.395,1.099,
11231672,284.7737510,48.9308400,0.000,0.000,0,5781,4.635,0.007,0.095,0.294,0.813,
11232989,285.6032400,48.9127400,0.000,0.000,0,5877,4.854,-0.050,0.098,0.304,0.621,
11233596,285.9303690,48.9107400,0.000,0.000,0,5471,4.468,-0.268,0.104,0.324,0.979,
11233674,285.9827400,48.9366900,-0.002,-0.010,0,6382,4.222,-0.295,0.129,0.400,1.391,
11233743,286.0146900,48.9323700,0.000,0.000,0,7024,4.088,-0.296,0.126,0.391,1.699,
11233786,286.0414010,48.9394900,0.000,0.000,0,5572,4.622,0.167,0.109,0.337,0.816,
11233834,286.0807500,48.9086700,0.000,0.000,0,5502,4.780,0.116,0.094,0.291,0.663,
11233878,286.1039700,48.9334600,0.000,0.000,0,5479,4.594,0.003,0.106,0.329,0.837,
11233898,286.1190110,48.9448200,0.000,0.000,0,5476,4.616,-0.123,0.040,0.123,0.814,
11233935,286.1394300,48.9394400,0.000,0.000,0,5706,4.515,0.153,0.109,0.337,0.940,
11233953,286.1476800,48.9481600,0.000,0.000,0,5157,4.584,0.019,0.106,0.327,0.820,
11234102,286.2371600,48.9978900,0.000,0.000,0,4957,3.460,-0.232,0.117,0.362,3.606,
11234784,286.6849310,48.9154200,0.000,0.000,0,5245,4.692,0.140,0.104,0.324,0.721,
11234846,286.7242700,48.9500300,0.000,0.000,0,6433,4.490,-0.467,0.083,0.259,1.001,
11234847,286.7251400,48.9184100,0.000,0.000,0,6091,4.428,-0.338,0.120,0.372,1.065,
11234888,286.7508600,48.9352700,0.000,0.000,0,5935,4.328,-0.615,0.062,0.191,1.195,
11234897,286.7574500,48.9914900,0.000,0.000,0,4987,2.825,-0.044,0.068,0.210,7.764,
11234909,286.7639300,48.9803100,0.000,0.000,0,5527,4.676,-0.191,0.084,0.259,0.758,
11234918,286.7708400,48.9311500,0.000,0.000,0,5983,4.509,-0.374,0.122,0.379,0.959,
11234945,286.7865200,48.9780700,0.000,0.000,0,5406,4.296,0.147,0.094,0.290,1.209,
11234949,286.7890470,48.9295490,0.000,0.000,0,,,,,,,
11235059,286.8701570,48.9538860,0.000,0.000,0,,,,,,,
11235079,286.8825400,48.9390100,0.000,0.000,0,5300,4.624,-0.107,0.095,0.295,0.791,
11235120,286.9101200,48.9442700,0.000,0.000,0,5751,4.501,0.125,0.138,0.427,0.958,
11235130,286.9174800,48.9016800,0.000,0.000,0,5873,4.604,-0.409,0.088,0.273,0.849,
11235183,286.9554600,48.9044700,0.000,0.000,0,5378,4.627,-0.032,0.114,0.352,0.795,
11235197,286.9622700,48.9372800,0.000,0.000,0,5981,4.446,-0.426,0.124,0.383,1.036,
11235265,287.0043500,48.9044900,0.000,0.000,0,5870,4.595,0.028,0.117,0.361,0.859,
11240918,290.0872290,48.9147800,0.000,0.000,0,5614,4.519,-0.412,0.107,0.333,0.931,
11240948,290.1067910,48.9033900,0.000,0.000,0,6822,4.155,-0.486,0.111,0.345,1.547,
11240963,290.1166200,48.9394700,0.000,0.000,0,6640,4.168,-0.272,0.116,0.361,1.508,
11240979,290.1268700,48.9485700,0.000,0.000,0,5413,4.767,-0.143,0.060,0.187,0.668,
11241000,290.1384600,48.9854100,0.000,0.000,0,5371,4.648,-0.441,0.074,0.230,0.773,
11241010,290.1411600,48.9599900,0.000,0.000,0,5189,4.483,-0.531,0.106,0.328,0.937,
11241021,290.1505200,48.9691700,0.000,0.000,0,5811,4.422,-0.350,0.102,0.317,1.059,
11241094,290.1843300,48.9563700,0.000,0.000,0,5975,4.469,-0.129,0.142,0.442,1.007,
11241147,290.2135200,48.9490200,-0.020,-0.004,0,5855,4.364,-0.231,0.143,0.443,1.140,
11241207,290.2479600,48.9112800,0.000,0.000,0,6055,4.354,-0.459,0.124,0.383,1.164,
11241236,290.2667100,48.9306200,0.000,0.000,0,6287,4.244,-0.118,0.134,0.414,1.346,
11241280,290.2878300,48.9326300,0.000,0.000,0,4990,4.157,-0.446,0.121,0.376,1.420,
11241281,290.2882500,48.9873300,0.000,0.000,0,6051,4.461,0.118,0.122,0.377,1.020,
11241285,290.2898700,48.9675600,0.000,0.000,0,4725,4.134,0.008,0.081,0.252,1.430,
11241295,290.2934280,48.9608030,0.000,0.000,0,,,,,,,
11241296,290.2937100,48.9955800,0.000,0.000,0,5613,4.592,-0.332,0.092,0.286,0.851,
11241326,290.3133500,48.9249800,0.000,0.000,0,5355,4.749,-0.298,0.098,0.305,0.678,
11241330,290.3156100,48.9117200,0.000,0.000,0,5202,4.746,-0.780,0.083,0.256,0.670,
11241343,290.3202900,48.9223000,0.000,0.000,0,5305,4.058,-0.437,0.105,0.324,1.651,
11241347,290.3222100,48.9447400,0.000,0.000,0,6509,4.427,-0.296,0.085,0.263,1.085,
11241412,290.3559900,48.9817600,0.000,0.000,0,5565,4.786,-0.190,0.103,0.321,0.663,
11241419,290.3582900,48.9254200,0.000,0.000,0,5719,4.537,-0.405,0.102,0.317,0.916,
11241432,290.3651810,48.9785000,0.000,0.000,0,5522,4.460,-0.044,0.077,0.237,0.993,
11241464,290.3819900,48.9619000,0.000,0.000,0,6469,4.392,0.099,0.050,0.156,1.131,
11241486,290.3972510,48.9308000,0.000,0.000,0,5919,4.427,-0.050,0.106,0.329,1.058,
11241491,290.3995100,48.9368900,0.000,0.000,0,5840,4.624,-0.411,0.130,0.401,0.827,
11241498,290.4019310,48.9726700,0.000,0.000,0,5870,4.509,0.006,0.142,0.440,0.954,
11241531,290.4180000,48.9742700,-0.002,0.008,0,4932,4.547,-0.169,0.117,0.362,0.835,
11241551,290.4301500,48.9229700,0.000,0.000,0,6075,4.616,0.020,0.108,0.336,0.845,
11241560,290.4367610,48.9834500,0.000,0.000,0,4834,4.343,0.043,0.111,0.344,1.077,
11241621,290.4729800,48.9782500,0.000,0.000,0,6662,4.295,0.115,0.142,0.439,1.285,
11241638,290.4820800,48.9689500,-0.002,-0.012,0,5335,4.603,-0.077,0.126,0.389,0.816,
11241658,290.4907010,48.9881500,0.000,0.000,0,4717,2.900,0.437,0.143,0.444,7.091,
11241661,290.4909900,48.9770000,0.000,0.000,0,5537,4.756,0.009,0.106,0.328,0.686,
11241682,290.5057200,48.9793400,0.000,0.000,0,5559,4.589,-0.098,0.137,0.425,0.850,
11241726,290.5292100,48.9558600,0.000,0.000,0,5638,4.532,-0.058,0.100,0.309,0.918,
11241782,290.5635900,48.9739800,0.000,0.000,0,6107,4.422,-0.029,0.077,0.240,1.073,
11241808,290.5778100,48.9818900,0.000,0.000,0,5535,4.733,0.303,0.083,0.258,0.707,
11241813,290.5828200,48.9744900,0.000,0.000,0,5785,4.413,-0.159,0.072,0.223,1.070,
11241814,290.5828800,48.9604100,0.000,0.000,0,5872,4.416,-0.337,0.137,0.424,1.069,
11241818,290.5840800,48.9414300,0.000,0.000,0,5938,4.293,-0.352,0.110,0.342,1.248,
11241837,290.5934400,48.9371000,0.000,0.000,0,5950,4.372,-0.440,0.109,0.339,1.133,
11241885,290.6193900,48.9487100,0.000,0.000,0,6798,4.196,-0.233,0.118,0.365,1.465,
11241902,290.6312100,48.9918400,0.000,0.000,0,6299,4.460,-0.033,0.091,0.283,1.033,
11241912,290.6365700,48.9960800,0.000,0.000,0,5986,4.366,0.005,0.098,0.303,1.143,
11241927,290.6457900,48.9984000,0.000,0.000,0,4513,2.526,0.463,0.073,0.226,10.790,
11241985,290.6809910,48.9426500,0.000,0.000,0,6729,4.198,-0.130,0.126,0.389,1.458,
11241988,290.6829900,48.9594700,0.000,0.000,0,5961,4.408,-0.024,0.116,0.360,1.085,
11242083,290.7354300,48.9105800,0.000,0.000,0,4227,4.844,-0.979,0.042,0.131,0.469,
11242118,290.7546200,48.9902400,0.000,0.000,0,5690,4.747,-0.151,0.133,0.411,0.703,
11242160,290.7783900,48.9925400,0.000,0.000,0,5879,4.780,-0.408,0.100,0.310,0.682,
11242181,290.7906500,48.9283600,0.000,0.000,0,5212,4.633,0.016,0.120,0.371,0.776,
11242184,290.7930600,48.9855800,0.000,0.000,0,5094,4.621,-0.274,0.056,0.174,0.777,
11242222,290.8127300,48.9449600,0.000,0.000,0,5740,4.328,-0.473,0.151,0.468,1.185,
11242232,290.8163400,48.9044300,0.000,0.000,0,5937,4.251,-0.677,0.127,0.394,1.315,
11242244,290.8199900,48.9535000,0.000,0.000,0,5468,4.433,-0.845,0.138,0.429,1.022,
11242268,290.8316210,48.9405800,0.000,0.000,0,4909,3.340,-0.485,0.111,0.345,4.193,
11242276,290.8397700,48.9148700,0.000,0.000,0,5271,4.596,-0.210,0.099,0.308,0.818,
11242282,290.8457510,48.9319800,0.000,0.000,0,3912,2.867,0.163,0.043,0.134,7.260,
11242284,290.8468230,48.9852430,0.000,0.000,0,,,,,,,
11242290,290.8514510,48.9553200,0.000,0.000,0,5505,4.463,-0.038,0.093,0.289,0.988,
11242299,290.8560400,48.9607100,0.000,0.000,0,5747,4.598,-0.037,0.133,0.412,0.850,
11242357,290.8899300,48.9260100,0.000,0.000,0,5654,4.543,-0.223,0.113,0.350,0.906,
11242368,290.8990610,48.9304100,0.000,0.000,0,5753,4.510,-0.220,0.147,0.455,0.948,
11242390,290.9080310,48.9886200,0.000,0.000,0,6056,4.164,-0.229,0.090,0.280,1.478,
11242440,290.9361600,48.9222600,0.000,0.000,0,5058,4.546,-0.133,0.126,0.391,0.853,
11242483,290.9676200,48.9929000,0.000,0.000,0,5337,4.587,-0.203,0.127,0.395,0.833,
11242501,290.9767700,48.9717300,0.000,0.000,0,5446,4.023,0.400,0.097,0.299,1.737,
11242578,291.0240360,48.9803610,0.000,0.000,0,,,,,,,
11242592,291.0279470,48.9330120,0.000,0.000,0,,,,,,,
11242594,291.0288300,48.9399600,0.000,0.000,0,6243,4.390,-0.509,0.114,0.352,1.122,
11242631,291.0462000,48.9839900,0.000,0.000,0,5953,4.624,-0.408,0.102,0.317,0.831,
11242646,291.0579600,48.9108800,0.000,0.000,0,5493,4.505,0.195,0.134,0.415,0.937,
11242686,291.0746400,48.9868100,0.000,0.000,0,6348,4.205,-0.328,0.111,0.343,1.420,
11242689,291.0757200,48.9795500,0.000,0.000,0,4586,3.025,0.207,0.130,0.403,6.105,
11242721,291.0938900,48.9338400,0.000,0.000,0,5788,4.388,-0.126,0.152,0.471,1.104,
11242724,291.0953700,48.9556800,-0.014,-0.002,0,3578,4.673,0.421,0.029,0.091,0.481,
11242734,291.1026410,48.9728800,0.000,0.000,0,4099,2.302,0.306,0.120,0.373,13.983,
11242758,291.1118250,48.9748160,0.000,0.000,0,,,,,,,
11242765,291.1143900,48.9270800,0.000,0.000,0,5886,4.743,-0.013,0.142,0.439,0.714,
11242798,291.1353800,48.9158500,0.000,0.000,0,6310,4.202,-0.340,0.099,0.307,1.422,
11242804,291.1362900,48.9048900,0.000,0.000,0,5838,4.355,-0.186,0.119,0.368,1.152,
