Kepler ID,RA (J2000),Dec (J2000),RA PM,Dec PM,Star/Gal ID,Teff,Log G,Metallicity,E(B-V),A_V,Radius,Parallax
10020472,295.3203110,46.9002000,0.000,0.000,0,5823,4.957,-0.089,0.126,0.389,0.544,
10054738,281.8370100,47.0060500,0.000,0.000,0,5515,4.239,-0.027,0.082,0.254,1.309,
10054770,281.8535700,47.0344500,0.000,0.000,0,5492,4.603,0.182,0.095,0.295,0.829,
10054827,281.8882610,47.0467800,0.000,0.000,0,5210,4.646,-0.107,0.088,0.272,0.763,
10056820,283.0282310,47.0511300,0.000,0.000,0,5579,4.690,-0.096,0.093,0.287,0.749,
10056831,283.0330200,47.0717800,0.000,0.000,0,5434,4.528,0.000,0.049,0.151,0.905,
10056832,283.0332600,47.0323800,0.000,0.000,0,5300,4.451,-0.118,0.115,0.355,0.985,
10056837,283.0358400,47.0324000,0.000,0.000,0,5226,5.013,-0.212,0.072,0.223,0.474,
10056931,283.0912700,47.0481900,0.000,0.000,0,7563,3.894,0.074,0.144,0.448,2.268,
10056945,283.1004600,47.0961900,0.000,0.000,0,5044,4.192,-0.628,0.085,0.264,1.357,
10057052,283.1577800,47.0897800,0.000,0.000,0,5585,4.626,-0.032,0.085,0.263,0.813,
10079657,293.6363700,47.0997300,0.000,0.000,0,5989,4.552,-0.157,0.137,0.425,0.910,
10079678,293.6470500,47.0919700,0.000,0.000,0,5523,4.580,-0.546,0.110,0.340,0.856,
10079723,293.6692610,47.0881600,0.000,0.000,0,5988,4.544,-0.367,0.107,0.331,0.919,
10079753,293.6823900,47.0126800,0.000,0.000,0,6145,4.496,-0.227,0.104,0.323,0.982,
10079795,293.6981300,47.0334600,0.000,0.000,0,5650,4.691,0.096,0.123,0.380,0.753,
10079810,293.7031910,47.0602300,0.000,0.000,0,5272,4.738,0.044,0.075,0.231,0.682,
10079819,293.7053100,47.0311300,0.000,0.000,0,5146,4.937,-0.055,0.081,0.253,0.519,
10079832,293.7104400,47.0563600,0.000,0.000,0,6233,4.492,-0.101,0.145,0.448,0.990,
10079863,293.7224700,47.0162800,0.000,0.000,0,4919,3.485,-0.142,0.162,0.502,3.491,
10079864,293.7228300,47.0635100,0.000,0.000,0,6119,4.419,-0.363,0.107,0.333,1.077,
10079875,293.7252110,47.0929900,0.000,0.000,0,5236,4.696,-0.176,0.110,0.341,0.716,
10079938,293.7499500,47.0033700,0.000,0.000,0,5766,4.498,-0.125,0.156,0.484,0.962,
10079947,293.7517100,47.0623500,0.000,0.000,0,5134,4.844,-0.091,0.098,0.302,0.586,
10079981,293.7687300,47.0353000,0.000,0.000,0,5787,4.496,-0.250,0.160,0.496,0.966,
10079987,293.7707400,47.0178400,0.000,0.000,0,4704,3.021,0.181,0.160,0.497,6.144,
10080020,293.7810900,47.0287300,0.004,0.002,0,5292,4.916,-0.054,0.107,0.331,0.544,
10080077,293.8013700,47.0340900,0.000,0.000,0,5033,3.624,-0.266,0.120,0.372,2.931,
10080130,293.8215710,47.0117600,0.000,0.000,0,5553,4.704,-0.101,0.144,0.446,0.734,
10080157,293.8287900,47.0083000,0.000,0.000,0,5838,4.612,-0.366,0.152,0.470,0.839,
10080160,293.8297800,47.0567500,0.000,0.000,0,4871,4.849,-0.060,0.077,0.239,0.555,
10080186,293.8403400,47.0369900,0.000,0.000,0,5542,4.930,-0.091,0.086,0.267,0.550,
10080196,293.8431800,47.0230700,0.000,0.000,0,5588,4.892,-0.264,0.079,0.245,0.581,
10080204,293.8457510,47.0661900,0.000,0.000,0,5598,4.971,-0.146,0.095,0.294,0.526,
10080218,293.8533600,47.0941200,0.000,0.000,0,5541,4.477,-0.534,0.086,0.268,0.974,
10080239,293.8621200,47.0130500,0.000,0.000,0,5580,4.690,-0.109,0.062,0.194,0.750,
10080248,293.8656110,47.0268300,0.000,0.000,0,5582,4.561,-0.278,0.143,0.443,0.882,
10080293,293.8854000,47.0111400,0.000,0.000,0,5608,4.440,-0.351,0.148,0.458,1.025,
10080305,293.8882610,47.0417400,0.000,0.000,0,5609,4.598,-0.281,0.143,0.445,0.844,
10080344,293.9047100,47.0718600,0.000,0.000,0,5054,4.643,-0.063,0.094,0.291,0.752,
10080353,293.9075100,47.0117500,0.000,0.000,0,6136,4.792,-0.103,0.124,0.383,0.681,
10080372,293.9158910,47.0024000,0.000,0.000,0,6574,4.242,-0.162,0.137,0.426,1.368,
10080411,293.9322500,47.0251200,0.000,0.000,0,5693,4.646,-0.221,0.098,0.303,0.799,
10080424,293.9400200,47.0964500,0.000,0.010,0,5517,4.638,-0.223,0.139,0.431,0.795,
10080433,293.9453810,47.0696400,0.000,0.000,0,6093,4.623,-0.425,0.127,0.393,0.838,
10080482,293.9567790,47.0884500,0.000,0.000,0,4845,3.464,0.505,0.155,0.479,3.584,
10080547,293.9789400,47.0780600,0.000,0.000,0,5126,4.697,-0.140,0.108,0.335,0.707,
10080576,293.9868300,47.0051200,0.000,-0.012,0,6029,4.529,-0.122,0.125,0.386,0.938,
10080625,294.0046500,47.0333200,0.000,0.000,0,4803,4.593,-0.243,0.095,0.293,0.764,
10080664,294.0193610,47.0063300,0.000,0.000,0,5249,3.620,-0.250,0.164,0.508,2.956,
10080743,294.0434400,47.0559300,-0.038,-0.002,0,5929,4.072,-0.204,0.121,0.376,1.657,
10080782,294.0569100,47.0187800,0.000,0.000,0,5992,4.499,-0.380,0.148,0.457,0.972,
10080792,294.0623210,47.0535200,0.000,0.000,0,4858,3.892,-0.183,0.116,0.360,2.041,
10080811,294.0690110,47.0553600,0.000,0.000,0,5662,4.381,-0.602,0.100,0.311,1.107,
10080830,294.0752900,47.0010000,0.000,0.000,0,4937,3.654,0.007,0.142,0.440,2.813,
10080862,294.0873300,47.0242400,0.000,0.000,0,5941,4.309,-0.167,0.077,0.237,1.224,
10080869,294.0906000,47.0854100,0.000,0.000,0,5803,4.760,-0.014,0.133,0.412,0.696,
10080921,294.1074900,47.0216500,0.000,0.000,0,4761,4.192,0.238,0.042,0.131,1.320,
10080932,294.1104300,47.0427300,0.000,0.000,0,6351,4.501,-0.129,0.125,0.389,0.984,
10080966,294.1188300,47.0622300,0.000,0.000,0,5591,4.630,-0.412,0.112,0.347,0.810,
10080968,294.1194500,47.0137200,0.000,0.000,0,5887,4.461,-0.131,0.133,0.412,1.013,
10080974,294.1218300,47.0253900,0.000,0.000,0,5010,2.823,0.048,0.161,0.499,7.786,
10081050,294.1500600,47.0281800,0.000,0.000,0,4932,3.717,-0.315,0.137,0.426,2.584,
10081119,294.1735910,47.0208300,0.000,0.000,0,5492,4.755,-0.009,0.103,0.319,0.684,
10081136,294.1781600,47.0685300,0.000,0.000,0,4294,4.583,-0.110,0.029,0.091,0.678,
10081137,294.1789500,47.0694300,-0.004,-0.006,0,4743,2.850,0.042,0.182,0.565,7.506,
10081150,294.1825010,47.0409300,0.000,0.000,0,5546,4.583,-0.086,0.079,0.245,0.855,
10081302,294.2333490,47.0522100,0.000,0.000,0,6336,4.681,-0.003,0.160,0.496,0.788,
10081320,294.2439300,47.0058100,0.000,0.000,0,5823,4.919,0.086,0.092,0.284,0.570,
10081327,294.2479310,47.0341300,0.000,0.000,0,5117,4.672,0.298,0.108,0.334,0.729,
10081338,294.2518400,47.0440500,0.000,0.000,0,5569,4.795,-0.489,0.133,0.413,0.655,
10081387,294.2714400,47.0128700,0.000,0.000,0,5699,4.699,0.025,0.150,0.465,0.748,
10081412,294.2831210,47.0603400,0.000,0.000,0,6156,4.537,-0.160,0.118,0.366,0.934,
10081434,294.2912510,47.0418600,0.000,0.000,0,5982,4.533,-0.245,0.104,0.322,0.931,
10081446,294.2948100,47.0528700,0.000,0.000,0,5216,4.053,-0.201,0.115,0.356,1.658,
10081449,294.2962800,47.0042300,0.000,0.000,0,5661,4.898,-0.247,0.088,0.272,0.580,
10081476,294.3064500,47.0757600,0.000,0.000,0,4573,2.875,0.398,0.180,0.559,7.266,
10081514,294.3249110,47.0104900,0.000,0.000,0,5617,4.600,-0.513,0.085,0.264,0.842,
10081565,294.3469310,47.0602900,0.000,0.000,0,5616,4.988,0.152,0.095,0.294,0.515,
10081593,294.3613610,47.0567400,0.000,0.000,0,5301,4.694,-0.158,0.123,0.382,0.723,
10081598,294.3631310,47.0163400,0.000,0.000,0,5136,4.348,-0.559,0.144,0.447,1.108,
10081606,294.3642600,47.0080800,0.000,0.000,0,5769,4.673,0.047,0.121,0.377,0.775,
10081726,294.4038000,47.0095200,0.000,0.000,0,5828,4.422,-0.110,0.155,0.480,1.060,
10081743,294.4091700,47.0613100,0.000,0.000,0,5378,4.702,-0.284,0.093,0.289,0.723,
10081831,294.4411500,47.0944000,0.000,0.000,0,5678,4.440,-0.075,0.101,0.313,1.029,
10081839,294.4448810,47.0834900,0.000,0.000,0,6096,4.695,0.022,0.094,0.291,0.766,
10081884,294.4598900,47.0586100,0.000,0.000,0,5256,4.639,0.045,0.103,0.321,0.773,
10081899,294.4645800,47.0454400,0.000,0.000,0,3690,4.435,0.380,0.042,0.130,0.716,
10081930,294.4753800,47.0602400,0.000,0.000,0,6157,4.502,-0.318,0.153,0.476,0.975,
10081937,294.4771700,47.0342200,0.000,0.000,0,6025,4.562,-0.115,0.154,0.476,0.900,
10081951,294.4808400,47.0688900,0.000,0.000,0,4764,2.861,-0.086,0.180,0.559,7.421,
10081962,294.4863300,47.0541500,0.000,0.000,0,6544,4.394,-0.035,0.120,0.371,1.131,
10081974,294.4940400,47.0079700,0.000,0.000,0,5545,4.404,0.182,0.119,0.368,1.066,
10081993,294.5008610,47.0392900,0.000,0.000,0,4940,3.862,-0.129,0.069,0.214,2.133,
10082015,294.5068200,47.0187500,0.000,0.000,0,6005,4.619,0.052,0.170,0.528,0.839,
10082058,294.5267600,47.0068200,0.000,0.000,0,3904,4.374,0.148,0.064,0.200,0.838,
10082075,294.5337500,47.0797500,0.000,0.000,0,4901,4.463,0.273,0.121,0.375,0.927,
10082101,294.5419010,47.0385000,0.000,0.000,0,5402,4.855,-0.353,0.093,0.289,0.596,
10082107,294.5453700,47.0132800,0.000,0.000,0,5172,4.452,-0.232,0.148,0.460,0.973,
10082120,294.5494910,47.0560700,0.000,0.000,0,5872,4.328,-0.100,0.103,0.318,1.191,
10082149,294.5588000,47.0150900,0.000,0.000,0,5326,4.639,-0.077,0.107,0.332,0.779,
10082227,294.5878310,47.0858900,0.000,0.000,0,5824,4.656,-0.096,0.117,0.361,0.794,
10082248,294.5946900,47.0363400,0.000,0.000,0,6264,4.618,-0.021,0.155,0.482,0.850,
10082344,294.6304800,47.0146600,0.000,0.000,0,5543,4.887,0.047,0.113,0.350,0.581,
10082360,294.6343700,47.0576300,0.000,0.000,0,4709,2.588,-0.287,0.171,0.530,10.083,
10082384,294.6441110,47.0314000,0.000,0.000,0,5931,4.684,0.048,0.083,0.259,0.770,
10082441,294.6640500,47.0456500,0.000,0.000,0,5859,4.634,-0.231,0.164,0.509,0.818,
10082449,294.6674400,47.0672400,0.000,0.000,0,5452,4.772,0.100,0.122,0.379,0.666,
10082517,294.6865400,47.0450900,0.000,0.000,0,5798,4.585,-0.164,0.165,0.513,0.866,
10082529,294.6923900,47.0737500,0.000,0.000,0,5121,4.207,-0.456,0.117,0.362,1.335,
10082542,294.6969300,47.0059400,0.000,0.000,0,4834,4.669,0.122,0.086,0.266,0.696,
10082545,294.6983810,47.0309600,0.000,0.000,0,6127,4.495,0.003,0.152,0.470,0.982,
10082549,294.7001700,47.0894700,0.000,0.000,0,5181,4.779,-0.085,0.071,0.221,0.640,
10082556,294.7026300,47.0197800,0.000,0.000,0,6330,4.523,0.140,0.120,0.371,0.957,
10082567,294.7091300,47.0376200,0.000,0.000,0,5259,4.904,0.018,0.098,0.305,0.550,
10082571,294.7098200,47.0691000,0.000,0.000,0,5487,4.901,0.151,0.116,0.358,0.567,
10082573,294.7100600,47.0647100,0.000,0.000,0,5288,4.864,0.160,0.109,0.338,0.581,
10082576,294.7111800,47.0272900,0.000,0.000,0,5529,4.751,-0.019,0.078,0.243,0.690,
10082580,294.7119300,47.0041800,0.000,0.000,0,5281,4.944,-0.045,0.103,0.319,0.523,
10082581,294.7119900,47.0493300,0.000,0.000,0,4911,3.247,-0.132,0.129,0.400,4.705,
10082591,294.7142000,47.0448500,0.000,0.000,0,6252,4.685,0.262,0.136,0.422,0.782,
10082618,294.7218110,47.0920200,0.000,0.000,0,4619,4.494,-0.161,0.081,0.251,0.842,
10082650,294.7331590,47.0501000,0.000,0.000,0,6252,4.617,-0.132,0.168,0.522,0.851,
10082667,294.7394100,47.0921500,0.000,0.000,0,5626,4.796,0.015,0.073,0.228,0.658,
10082680,294.7437000,47.0191000,0.000,0.000,0,4954,2.920,0.322,0.154,0.476,6.970,
10082691,294.7460210,47.0978800,0.004,-0.004,0,5539,4.643,-0.060,0.140,0.436,0.792,
10082730,294.7604600,47.0991900,0.000,0.000,0,6048,4.611,0.058,0.171,0.529,0.849,
10082757,294.7694900,47.0190400,0.000,0.000,0,5782,4.344,-0.429,0.165,0.510,1.164,
10082762,294.7709700,47.0434900,0.000,0.000,0,6145,4.768,0.183,0.115,0.356,0.702,
10082769,294.7742600,47.0813800,0.000,0.000,0,5739,4.921,0.092,0.123,0.380,0.566,
10082778,294.7792700,47.0119100,0.000,0.000,0,6171,4.738,0.158,0.152,0.471,0.729,
10082879,294.8140200,47.0480500,0.000,0.000,0,5943,4.658,-0.119,0.110,0.340,0.797,
10082909,294.8233200,47.0889500,0.000,0.000,0,4993,3.037,-0.115,0.162,0.501,6.068,
10082920,294.8273100,47.0374500,0.000,0.000,0,5598,4.712,0.114,0.114,0.355,0.730,
10082930,294.8322600,47.0038700,0.000,0.000,0,5657,4.554,-0.083,0.127,0.394,0.894,
10082936,294.8336210,47.0598100,0.000,0.000,0,4617,2.630,-0.018,0.185,0.573,9.586,
10082941,294.8363600,47.0002200,0.000,0.000,0,6432,4.718,0.091,0.129,0.399,0.757,
10082950,294.8395200,47.0154800,0.000,0.000,0,6138,4.747,0.094,0.091,0.282,0.720,
10082955,294.8407500,47.0317300,0.000,0.000,0,5228,3.762,-0.091,0.144,0.445,2.447,
10082977,294.8460710,47.0996200,0.000,0.000,0,5651,4.822,0.156,0.098,0.303,0.638,
10083026,294.8645400,47.0103800,0.000,0.000,0,6609,4.206,-0.088,0.147,0.456,1.434,
10083074,294.8766600,47.0713800,0.000,0.000,0,5995,4.680,0.149,0.136,0.422,0.777,
10083167,294.9129800,47.0994600,0.000,0.000,0,5835,4.847,0.153,0.142,0.442,0.625,
10083197,294.9287490,47.0069600,0.000,0.000,0,5787,4.583,-0.002,0.161,0.499,0.868,
10083199,294.9293790,47.0419700,0.000,0.000,0,5391,4.469,0.124,0.156,0.484,0.972,
10083224,294.9355800,47.0816600,0.000,0.000,0,4767,2.501,-0.440,0.182,0.565,11.170,
10083226,294.9375600,47.0738100,0.000,0.000,0,5214,3.877,-0.230,0.133,0.411,2.101,
10083247,294.9448400,47.0137400,0.000,0.000,0,5924,4.421,-0.154,0.129,0.401,1.066,
10083250,294.9464400,47.0688400,0.000,0.000,0,4739,4.546,-0.447,0.045,0.140,0.803,
10083254,294.9488600,47.0389500,0.000,0.000,0,5667,4.890,-0.277,0.097,0.301,0.586,
10083309,294.9694700,47.0726900,0.000,0.000,0,5823,4.202,-0.216,0.063,0.194,1.394,
10083312,294.9700610,47.0824200,0.000,0.000,0,5480,4.821,-0.126,0.128,0.396,0.628,
10083313,294.9705300,47.0443600,0.000,0.000,0,4688,2.855,-0.103,0.164,0.508,7.454,
10083325,294.9732900,47.0153700,0.000,0.000,0,5867,4.345,-0.046,0.104,0.324,1.167,
10083366,294.9868310,47.0907500,0.000,0.000,0,5774,4.399,-0.016,0.164,0.508,1.088,
10083369,294.9882710,47.0192800,0.000,0.000,0,5670,4.578,0.267,0.137,0.426,0.869,
10083396,294.9960410,47.0529100,0.000,0.000,0,6079,4.096,-0.001,0.085,0.262,1.616,
10083404,294.9982500,47.0038800,0.000,0.000,0,5210,4.474,-0.128,0.084,0.260,0.950,
10083483,295.0282700,47.0861800,0.000,0.000,0,5790,4.610,0.122,0.149,0.462,0.840,
10083502,295.0349400,47.0461600,0.000,0.000,0,5645,4.369,-0.065,0.122,0.377,1.122,
10083521,295.0416000,47.0430200,0.000,0.000,0,5779,4.523,-0.084,0.140,0.435,0.934,
10083524,295.0426200,47.0162100,0.012,-0.006,0,4973,4.755,0.271,0.088,0.272,0.642,
10083564,295.0572900,47.0320500,0.000,0.000,0,5905,4.634,-0.092,0.123,0.381,0.819,
10083605,295.0748400,47.0219100,0.000,0.000,0,5671,4.791,-0.074,0.082,0.253,0.664,
10083606,295.0753800,47.0657800,0.000,0.000,0,5686,4.437,-0.096,0.117,0.363,1.034,
10083608,295.0766810,47.0771400,0.000,0.000,0,5865,4.508,-0.281,0.171,0.530,0.956,
10083628,295.0832300,47.0716300,0.000,0.000,0,5576,4.774,0.013,0.126,0.391,0.674,
10083645,295.0880300,47.0775400,0.000,0.000,0,5178,4.261,-0.193,0.121,0.375,1.245,
10083666,295.0921590,47.0935900,0.000,0.000,0,5116,3.537,-0.200,0.140,0.434,3.278,
10083688,295.0993500,47.0129800,0.000,0.000,0,5489,4.900,-0.057,0.105,0.325,0.568,
10083738,295.1179800,47.0503400,0.000,0.000,0,5574,4.676,-0.027,0.127,0.393,0.762,
10083739,295.1181300,47.0041900,0.000,0.000,0,6296,4.562,-0.101,0.135,0.420,0.912,
10083741,295.1189210,47.0994800,0.000,0.000,0,5457,4.559,-0.082,0.118,0.367,0.874,
10083786,295.1377400,47.0807600,0.000,0.000,0,6311,4.592,-0.080,0.180,0.559,0.879,
10083803,295.1445600,47.0281000,0.000,0.000,0,5074,4.690,-0.310,0.122,0.380,0.709,
10083815,295.1488700,47.0085300,0.000,0.000,0,4859,2.691,-0.573,0.178,0.553,9.006,
10083837,295.1555900,47.0162100,0.000,0.000,0,5262,4.480,-0.553,0.106,0.329,0.947,
10083857,295.1640600,47.0712900,0.000,0.000,0,6340,4.527,0.129,0.173,0.536,0.954,
10083862,295.1674200,47.0191200,0.000,0.000,0,5675,4.799,-0.101,0.096,0.299,0.658,
10083880,295.1724200,47.0267000,0.000,0.000,0,5589,4.597,-0.122,0.106,0.329,0.844,
10083886,295.1749500,47.0811400,0.000,0.000,0,4654,4.523,-0.279,0.070,0.218,0.815,
10083899,295.1792300,47.0541400,0.000,0.000,0,6008,4.424,-0.094,0.157,0.487,1.065,
10083926,295.1863800,47.0642300,0.000,0.000,0,5178,4.428,0.062,0.128,0.398,1.004,
10083970,295.2015900,47.0022100,0.000,0.000,0,5551,4.946,-0.178,0.065,0.200,0.540,
10083995,295.2083700,47.0242000,0.000,0.000,0,4905,3.692,-0.450,0.125,0.386,2.673,
10084016,295.2154610,47.0069400,0.000,0.000,0,5727,4.900,-0.135,0.129,0.399,0.581,
10084115,295.2512000,47.0024100,0.000,0.000,0,5524,4.972,-0.261,0.099,0.306,0.520,
10121904,282.9846900,47.1971000,0.000,0.000,0,5488,4.530,-0.387,0.093,0.289,0.908,
10121916,282.9901800,47.1912300,0.000,0.000,0,5733,4.493,-0.436,0.092,0.286,0.967,
10122003,283.0403100,47.1780600,0.000,0.000,0,5431,4.296,-0.050,0.105,0.325,1.210,
10122012,283.0428290,47.1905180,0.000,0.000,0,,,,,,,
10122038,283.0591500,47.1093400,0.000,0.000,0,5383,4.592,0.040,0.118,0.366,0.831,
10122051,283.0657390,47.1630700,0.000,0.000,0,4643,4.294,0.498,0.102,0.317,1.122,
10122122,283.0969800,47.1090600,0.000,0.000,0,5345,4.601,-0.235,0.086,0.267,0.819,
10122150,283.1133690,47.1165100,0.000,0.000,0,5577,4.364,-0.579,0.106,0.330,1.124,
10122158,283.1194500,47.1379400,0.000,0.000,0,5026,2.988,-0.031,0.113,0.352,6.438,
10122162,283.1234040,47.1067380,0.000,0.000,0,,,,,,,
10122169,283.1263520,47.1691440,0.000,0.000,0,,,,,,,
10122173,283.1297400,47.1146100,0.000,0.000,0,5373,4.944,-0.471,0.083,0.258,0.530,
10122175,283.1328300,47.1458200,0.000,0.000,0,5788,4.286,-0.272,0.132,0.410,1.250,
10122235,283.1716700,47.1321700,0.000,0.000,0,5196,4.720,-0.318,0.091,0.281,0.692,
10122239,283.1744300,47.1038200,0.000,0.000,0,5744,4.432,-0.345,0.086,0.265,1.043,
10122250,283.1815900,47.1381100,0.000,0.000,0,4875,2.983,0.140,0.141,0.436,6.454,
10122255,283.1846100,47.1556700,0.000,0.000,0,5791,4.396,-0.314,0.113,0.350,1.093,
10122336,283.2314300,47.1830000,0.000,0.000,0,5759,4.604,-0.174,0.089,0.277,0.845,
10122469,283.3002600,47.1976800,0.000,0.000,0,5602,4.442,-0.217,0.119,0.369,1.022,
10131504,287.8629500,47.1683300,0.000,0.000,0,5448,4.550,-0.542,0.128,0.397,0.882,
10131531,287.8735200,47.1894600,0.000,0.000,0,5679,4.726,-0.180,0.110,0.341,0.722,
10131550,287.8815710,47.1686400,0.000,0.000,0,6079,4.364,-0.180,0.115,0.355,1.151,
10131700,287.9422300,47.1954200,0.000,0.000,0,5405,4.790,-0.638,0.072,0.224,0.648,
10131721,287.9547000,47.1636400,0.000,0.000,0,5844,4.408,-0.332,0.139,0.430,1.078,
10131772,287.9758200,47.1914000,0.000,0.000,0,5089,4.463,-1.456,0.128,0.397,0.953,
10131842,288.0088700,47.1479700,0.000,0.000,0,5505,4.604,-0.121,0.112,0.348,0.829,
10131897,288.0356210,47.1414400,0.000,0.000,0,6357,4.215,-0.311,0.105,0.327,1.402,
10131984,288.0795600,47.1409000,0.000,0.000,0,4975,4.591,-0.191,0.112,0.348,0.795,
10132095,288.1277790,47.1433900,0.000,0.000,0,5921,4.454,-0.433,0.091,0.281,1.024,
10132130,288.1468500,47.1687700,0.000,0.000,0,5793,4.369,0.216,0.131,0.407,1.129,
10132220,288.1946810,47.1475900,0.000,0.000,0,5829,4.562,0.177,0.126,0.391,0.893,
10132247,288.2082000,47.1949800,0.000,0.000,0,4793,2.940,-0.342,0.108,0.335,6.782,
10132262,288.2146800,47.1228800,0.000,0.000,0,6263,4.343,-0.734,0.099,0.308,1.190,
10132294,288.2298710,47.1402900,0.000,0.000,0,6246,4.729,-0.525,0.114,0.355,0.740,
10132331,288.2498000,47.1956400,0.000,0.000,0,5938,4.533,-0.079,0.113,0.349,0.929,
10132358,288.2613500,47.1363400,0.000,0.000,0,4872,3.589,-0.626,0.129,0.399,3.060,
10132365,288.2666100,47.1780600,0.000,0.000,0,4163,4.609,-0.549,0.041,0.127,0.625,
10132416,288.2925300,47.1411200,0.000,0.000,0,6132,4.606,-0.264,0.131,0.405,0.857,
10132417,288.2927100,47.1816100,0.000,0.000,0,6116,4.468,-0.051,0.108,0.335,1.015,
10132432,288.3003200,47.1576300,0.000,0.000,0,5306,4.180,-0.315,0.085,0.264,1.399,
10132618,288.3845210,47.1947040,0.000,0.000,0,,,,,,,
10132667,288.4076420,47.1652680,0.000,0.000,0,,,,,,,
10132668,288.4078800,47.1962400,0.000,0.000,0,6152,4.724,-0.427,0.086,0.265,0.741,
10132724,288.4293900,47.1854500,0.000,0.000,0,6089,4.877,0.039,0.086,0.267,0.611,
10132779,288.4530600,47.1724200,0.000,0.000,0,5218,4.513,-0.317,0.124,0.385,0.904,
10132805,288.4686300,47.1753900,0.000,0.000,0,5724,4.536,-0.117,0.104,0.323,0.917,
10132806,288.4686600,47.1678000,0.000,0.000,0,4351,4.374,-1.050,0.074,0.231,0.946,
10132814,288.4720400,47.1805900,0.000,0.000,0,5010,3.266,0.210,0.148,0.459,4.606,
10132847,288.4843200,47.1840100,0.000,0.000,0,4825,4.345,0.485,0.103,0.320,1.073,
10132870,288.4939700,47.1845300,0.000,0.000,0,5646,4.590,-0.070,0.124,0.384,0.854,
10133017,288.5641910,47.1978680,0.000,0.000,0,,,,,,,
10145852,293.6568000,47.1005600,0.000,0.000,0,4998,3.191,-0.282,0.178,0.551,5.044,
10146382,293.8584000,47.1066700,0.000,0.000,0,4817,2.966,-0.390,0.173,0.535,6.580,
10146916,294.0475700,47.1074800,0.000,0.000,0,5600,4.320,0.347,0.149,0.461,1.188,
10146999,294.0746000,47.1002100,0.000,0.000,0,5811,4.415,-0.339,0.146,0.452,1.068,
10147266,294.1613810,47.1013400,0.000,0.000,0,6001,4.430,-0.056,0.137,0.424,1.057,
10147559,294.2627000,47.1026300,0.000,0.000,0,5649,4.952,0.189,0.096,0.296,0.542,
10147918,294.3909600,47.1016600,0.000,0.000,0,4874,2.594,-0.236,0.164,0.508,10.050,
10147945,294.3991800,47.1147800,-0.016,-0.010,0,5309,4.424,-0.119,0.141,0.437,1.021,
10147958,294.4027600,47.1031100,0.000,0.000,0,5719,4.522,-0.114,0.161,0.498,0.932,
10148234,294.4962800,47.1096400,0.000,0.000,0,5485,4.645,0.346,0.135,0.417,0.786,
10148658,294.6421500,47.1059500,0.000,0.000,0,4645,2.585,0.080,0.183,0.569,10.099,
10148831,294.7057800,47.1005300,0.000,0.000,0,5740,4.761,0.221,0.136,0.422,0.692,
10149431,294.9036800,47.1911000,0.000,0.000,0,5641,4.696,-0.295,0.125,0.389,0.747,
10149445,294.9080600,47.1203700,0.000,0.000,0,4431,4.566,-0.127,0.062,0.194,0.728,
10149469,294.9176210,47.1588800,0.000,0.000,0,5796,4.525,0.169,0.139,0.431,0.932,
10149492,294.9267600,47.1098800,0.000,0.000,0,5812,4.718,0.020,0.106,0.327,0.734,
10149503,294.9323400,47.1011700,0.000,0.000,0,6034,4.607,-0.229,0.084,0.259,0.852,
10149598,294.9643600,47.1022700,0.000,0.000,0,6464,4.653,-0.227,0.142,0.441,0.821,
10149607,294.9662400,47.1387500,0.000,0.000,0,6030,4.303,0.062,0.098,0.304,1.238,
10149619,294.9694900,47.1572900,0.000,0.000,0,5737,4.496,-0.035,0.155,0.480,0.964,
10149642,294.9754400,47.1758700,0.000,0.000,0,6529,4.545,0.065,0.165,0.511,0.939,
10149694,294.9943800,47.1835900,0.000,0.000,0,6346,4.031,-0.107,0.088,0.272,1.773,
10149706,294.9981000,47.1681400,0.000,0.000,0,5473,4.355,-0.015,0.151,0.467,1.128,
10149793,295.0282200,47.1231400,0.000,0.000,0,5464,4.624,-0.092,0.146,0.452,0.805,
10149845,295.0444020,47.1964150,0.000,0.000,0,,,,,,,
10149895,295.0607800,47.1224600,0.000,0.000,0,6503,4.105,-0.132,0.111,0.345,1.625,
10149896,295.0609500,47.1535700,0.000,0.000,0,5957,4.495,0.106,0.173,0.537,0.975,
10149905,295.0662110,47.1057300,0.000,0.000,0,5624,4.385,-0.231,0.072,0.223,1.098,
10149913,295.0676400,47.1070000,0.000,0.000,0,3927,4.329,0.144,0.068,0.209,0.908,
10149928,295.0717700,47.1877000,0.000,0.000,0,5930,4.628,0.466,0.129,0.401,0.826,
10149949,295.0826600,47.1151000,0.000,0.000,0,5593,4.867,-0.319,0.110,0.342,0.599,
10149989,295.0924700,47.1693900,0.006,0.024,0,4908,4.435,-0.061,0.096,0.298,0.964,
10149993,295.0926900,47.1035000,0.000,0.000,0,4875,3.257,-0.408,0.154,0.479,4.646,
10150022,295.1036190,47.1618400,0.000,0.000,0,5132,4.440,-0.430,0.137,0.426,0.984,
10150052,295.1131500,47.1305900,0.000,0.000,0,5203,4.320,0.091,0.089,0.276,1.155,
10150069,295.1205410,47.1373800,0.000,0.000,0,5587,4.527,-0.502,0.147,0.455,0.920,
10150202,295.1619000,47.1019100,0.000,0.000,0,5565,4.642,-0.089,0.100,0.310,0.796,
10185802,280.6498340,47.2778810,0.000,0.000,0,,,,,,,
10185903,280.7204400,47.2776700,-0.016,0.006,0,5554,4.337,-0.969,0.116,0.361,1.159,
